,LeadTime,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,Country,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,DepositType,Agent,Company,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,ReservationStatus,ChangedRoom,StayChanges,ReservationMonth
64150,8.0,January,0,4,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,115.6,0,2+,Check-Out,0,No Changes,December
38507,18.0,June,1,0,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,1,No Deposit,no_Agent,Company_A,Transient,65.0,0,1,Check-Out,0,No Changes,June
41429,9.0,December,0,1,2.0,1.0,0.0,BB,National,Complementary,Direct,1,0,3+,Other,0,No Deposit,no_Agent,other_Company,Transient-Party,0.0,0,1,Check-Out,0,No Changes,December
32317,146.0,July,0,3,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.83,0,0,Canceled,0,No Changes,March
9075,132.0,April,0,2,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,107.0,0,1,Canceled,0,No Changes,November
54162,3.0,December,1,0,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,0,No Deposit,no_Agent,Company_A,Transient,65.0,0,1,Check-Out,0,No Changes,December
47216,122.0,April,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,85.0,0,0,Check-Out,0,No Changes,December
72166,10.0,May,1,0,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,1,No Deposit,Agent_A,no_Company,Transient,170.0,0,1,Check-Out,0,No Changes,May
73665,212.0,June,0,2,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,99.0,0,1,Check-Out,0,No Changes,November
58313,162.0,October,0,1,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,1-2,D,1,No Deposit,Agent_D,no_Company,Transient,104.25,0,2+,Check-Out,0,No Changes,April
24828,42.0,March,2,2,3.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,125.8,0,0,Canceled,0,No Changes,February
40599,32.0,November,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient-Party,85.0,0,0,Check-Out,0,No Changes,October
10587,302.0,May,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,Agent_B,no_Company,Transient,62.0,0,0,Canceled,0,No Changes,July
16729,41.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,130.0,0,0,Canceled,0,No Changes,August
5197,69.0,October,2,1,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,85.67,0,0,Check-Out,0,No Changes,August
9703,103.0,April,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,115.0,0,0,Canceled,0,No Changes,January
16337,64.0,September,2,5,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,131.14,0,0,Canceled,0,No Changes,July
24004,131.0,February,2,5,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,88.4,0,1,Canceled,0,No Changes,October
12520,56.0,June,0,1,2.0,0.0,0.0,BB,National,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,0,Canceled,0,No Changes,April
67228,23.0,March,0,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,102.43,0,0,Check-Out,0,No Changes,February
24167,28.0,March,0,3,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,95.0,0,0,Canceled,0,No Changes,February
5184,50.0,October,1,1,2.0,0.0,0.0,BB,National,Groups,Direct,0,0,0,A,0,Non Refund,no_Agent,no_Company,Transient,75.0,0,0,Canceled,0,No Changes,September
17251,18.0,September,0,2,1.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,149.0,0,2+,Canceled,0,No Changes,September
28099,88.0,May,1,0,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,0,Canceled,0,No Changes,February
57270,63.0,September,1,2,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,149.4,0,2+,Check-Out,0,No Changes,July
23759,259.0,February,2,4,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,74.8,0,1,Canceled,0,No Changes,June
2216,63.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,116.0,0,0,Check-Out,1,No Changes,July
31597,21.0,July,2,2,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,130.0,0,0,Canceled,0,No Changes,June
70470,98.0,April,0,3,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,118.33,0,0,Check-Out,0,No Changes,January
6555,7.0,January,2,5,1.0,0.0,0.0,BB,Other_Africa,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,73.9,0,0,No-Show,0,No Changes,January
72763,122.0,May,1,1,1.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,104.0,0,0,Check-Out,0,No Changes,January
73327,146.0,June,2,1,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,144.0,0,2+,Check-Out,0,No Changes,January
14198,195.0,July,2,2,2.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,2+,No Deposit,Agent_A,no_Company,Transient-Party,81.81,0,1,Check-Out,1,No Changes,December
55447,320.0,August,0,2,1.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,Agent_E,no_Company,Transient-Party,90.0,0,0,Check-Out,0,No Changes,October
57900,1.0,September,0,1,2.0,0.0,0.0,BB,Germany,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,107.0,0,0,Check-Out,0,No Changes,September
37737,12.0,September,1,1,2.0,0.0,0.0,BB,Other_Americas,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,200.0,0,1,Check-Out,0,No Changes,September
69392,102.0,April,2,1,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,117.0,0,0,Check-Out,0,No Changes,December
21037,315.0,December,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,52.0,0,0,Canceled,0,No Changes,January
11363,322.0,May,1,3,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,July
43623,1.0,February,2,4,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,90.0,1,1,Check-Out,0,No Changes,February
1490,0.0,August,0,1,2.0,0.0,0.0,BB,Other_Europe,Online TA,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,124.0,0,0,Check-Out,1,No Changes,August
51874,126.0,June,2,0,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,90.9,0,1,Check-Out,0,No Changes,February
55992,77.0,August,0,5,1.0,0.0,0.0,HB,National,Online TA,TA/TO,0,0,0,A,1,No Deposit,no_Agent,no_Company,Transient,108.65,0,2+,Check-Out,0,No Changes,June
68228,116.0,March,0,2,2.0,0.0,0.0,BB,France,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,1,Check-Out,0,No Changes,November
10362,54.0,April,1,1,1.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,2+,No Deposit,Agent_A,no_Company,Transient,121.5,0,0,Canceled,0,No Changes,March
36471,195.0,September,0,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,other_Agent,no_Company,Transient,48.0,0,0,Canceled,0,No Changes,March
53495,292.0,July,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,115.0,0,0,Check-Out,0,No Changes,October
63744,222.0,December,0,5,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,70.55,0,2+,Check-Out,0,No Changes,May
49527,100.0,May,1,3,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,136.0,0,1,Check-Out,0,No Changes,February
19481,192.0,October,2,3,2.0,1.0,0.0,BB,France,Online TA,TA/TO,0,0,0,Other,0,No Deposit,Agent_A,no_Company,Transient,164.63,0,0,Canceled,0,No Changes,April
25670,26.0,April,0,1,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,126.0,0,0,Canceled,0,No Changes,March
52551,46.0,July,0,1,1.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,112.5,0,2+,Check-Out,1,No Changes,May
64886,12.0,January,1,2,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,108.0,0,0,Check-Out,0,No Changes,January
77555,132.0,July,3+,6+,2.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,141.78,0,2+,Check-Out,0,No Changes,March
66810,41.0,February,2,4,2.0,1.0,0.0,HB,France,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient,127.5,0,1,Check-Out,1,No Changes,January
2484,0.0,September,1,0,1.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Contract,133.0,0,1,Check-Out,0,No Changes,September
19894,305.0,November,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,89.0,0,0,Canceled,0,No Changes,January
6954,0.0,February,0,1,2.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,79.0,0,0,No-Show,0,No Changes,February
62133,215.0,November,1,2,1.0,0.0,0.0,BB,Other_Asia,Groups,Corporate,0,0,0,A,1,No Deposit,no_Agent,other_Company,Transient,75.0,0,0,Check-Out,0,No Changes,April
33240,38.0,August,1,2,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,160.0,0,1,Canceled,0,No Changes,July
69523,97.0,April,1,3,2.0,0.0,0.0,BB,Spain,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,110.25,0,0,Check-Out,0,No Changes,January
13387,193.0,June,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,December
39940,23.0,November,1,2,1.0,0.0,0.0,BB,National,Online TA,TA/TO,0,1,0,A,0,No Deposit,Agent_A,no_Company,Contract,101.0,0,2+,Canceled,0,No Changes,October
35364,327.0,September,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,Non Refund,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
62708,80.0,December,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.0,0,0,Check-Out,1,No Changes,September
53147,98.0,July,1,1,2.0,1.0,0.0,BB,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,121.5,0,2+,Check-Out,1,No Changes,April
70032,232.0,April,0,2,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_D,no_Company,Transient,87.32,0,1,Check-Out,1,No Changes,August
35843,274.0,July,2,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,1,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Canceled,0,No Changes,October
37726,16.0,September,1,2,1.0,0.0,0.0,BB,United_Kingdom,Groups,TA/TO,0,0,0,A,1,No Deposit,Agent_B,no_Company,Transient-Party,170.0,0,0,Check-Out,1,No Changes,September
24322,3.0,March,0,3,2.0,0.0,0.0,HB,Other_Africa,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,149.33,0,1,Canceled,0,No Changes,March
7194,0.0,February,1,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient-Party,106.0,0,0,No-Show,1,No Changes,February
27434,143.0,May,0,2,2.0,0.0,0.0,BB,National,Groups,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,December
18312,182.0,October,0,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,98.1,0,0,Canceled,0,No Changes,April
74191,40.0,June,1,2,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient-Party,140.0,0,1,Check-Out,0,No Changes,May
48605,81.0,May,2,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,116.1,0,0,Check-Out,0,No Changes,February
3722,86.0,September,0,2,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,120.0,0,0,Canceled,0,No Changes,June
46588,55.0,April,0,1,2.0,0.0,0.0,HB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,104.0,0,0,Check-Out,0,No Changes,February
17317,50.0,September,2,4,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,145.8,0,2+,Canceled,0,No Changes,August
66165,27.0,February,1,0,1.0,0.0,0.0,SC,Other_Europe,Online TA,TA/TO,0,0,1-2,A,0,No Deposit,Agent_A,no_Company,Group,88.0,0,2+,Check-Out,0,No Changes,January
31323,230.0,July,0,3,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,107.1,0,1,Canceled,0,No Changes,November
40822,73.0,November,0,3,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,other_Agent,no_Company,Transient-Party,67.83,0,0,Check-Out,1,No Changes,September
3712,86.0,September,0,2,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,105.0,0,0,Check-Out,1,No Changes,June
26340,133.0,April,0,4,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,100.0,0,0,Canceled,0,No Changes,December
32901,178.0,August,2,5,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,75.65,0,1,Canceled,0,No Changes,February
49358,0.0,May,0,1,2.0,0.0,0.0,BB,Germany,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,150.0,0,0,Check-Out,1,No Changes,May
53402,182.0,July,2,3,2.0,0.0,0.0,BB,Other_Europe,Direct,Direct,0,0,0,A,0,No Deposit,Agent_C,no_Company,Transient,80.75,0,1,Check-Out,0,No Changes,January
30933,25.0,June,0,1,2.0,0.0,0.0,BB,National,Corporate,Corporate,0,0,0,A,0,No Deposit,no_Agent,other_Company,Transient-Party,100.0,0,0,Canceled,0,No Changes,June
46520,64.0,April,2,3,3.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,119.51,0,2+,Check-Out,0,No Changes,January
37844,16.0,September,2,3,2.0,0.0,0.0,BB,Other_Europe,Groups,TA/TO,0,0,0,A,1,No Deposit,Agent_B,no_Company,Transient-Party,170.0,0,0,Check-Out,0,No Changes,September
45189,37.0,March,0,1,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,71.1,0,0,Check-Out,1,No Changes,February
33633,222.0,August,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,117.0,0,2+,Canceled,0,No Changes,January
53511,292.0,July,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,115.0,0,0,Check-Out,0,No Changes,October
6102,5.0,December,0,1,2.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,Other,1,No Deposit,Agent_A,no_Company,Transient,77.25,0,2+,Check-Out,0,No Changes,December
69813,42.0,April,2,1,3.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,D,2+,No Deposit,Agent_A,no_Company,Transient,196.67,0,0,Check-Out,0,No Changes,March
39706,34.0,November,2,1,2.0,0.0,0.0,BB,France,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Group,60.0,0,0,Check-Out,0,No Changes,September
31364,179.0,July,0,4,2.0,0.0,0.0,BB,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,107.1,0,2+,Canceled,0,No Changes,January
55117,136.0,August,2,3,1.0,1.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,2+,No Deposit,other_Agent,no_Company,Transient,86.36,0,1,Check-Out,0,No Changes,March
70111,133.0,April,0,4,2.0,0.0,0.0,BB,Other_Europe,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,124.0,0,0,Check-Out,0,No Changes,December
7599,1.0,February,2,1,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,60.0,0,0,Canceled,0,No Changes,February
34879,224.0,October,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,65.0,0,0,Canceled,0,No Changes,February
53481,292.0,July,0,2,2.0,0.0,0.0,HB,Germany,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,115.0,0,0,Check-Out,0,No Changes,October
56075,10.0,August,1,2,2.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,136.67,0,1,Check-Out,0,No Changes,August
8096,42.0,March,2,5,3.0,0.0,0.0,BB,Spain,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,124.79,0,1,Canceled,0,No Changes,February
36606,11.0,November,2,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,2+,3+,A,0,No Deposit,no_Agent,Company_A,Transient,65.0,0,0,Check-Out,0,No Changes,November
62360,40.0,November,1,1,2.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,72.0,0,0,Check-Out,0,No Changes,October
76799,54.0,July,1,1,2.0,0.0,0.0,SC,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,114.0,0,1,Check-Out,0,No Changes,May
12541,26.0,June,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,163.67,0,0,Canceled,0,No Changes,May
54217,24.0,October,1,0,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,3+,A,0,No Deposit,no_Agent,other_Company,Transient,95.0,0,0,Check-Out,1,No Changes,September
75719,75.0,July,2,1,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.0,0,1,Check-Out,0,No Changes,April
72085,105.0,May,0,3,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,144.0,0,0,Check-Out,0,No Changes,February
3108,76.0,September,0,2,2.0,0.0,0.0,BB,Spain,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_B,no_Company,Transient-Party,62.0,0,0,Check-Out,0,No Changes,July
76347,288.0,July,0,2,1.0,1.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient,153.0,0,1,Check-Out,1,No Changes,October
10811,68.0,May,0,3,1.0,0.0,0.0,BB,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,121.5,0,0,Canceled,0,No Changes,March
43389,11.0,January,2,0,1.0,0.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,67.4,0,0,Check-Out,1,No Changes,January
47424,15.0,April,0,1,1.0,0.0,0.0,BB,National,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_D,no_Company,Transient,109.34,0,1,Check-Out,1,No Changes,April
29827,183.0,June,0,2,1.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,December
8143,38.0,March,1,2,1.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,131.4,0,0,Canceled,0,No Changes,February
8732,79.0,March,2,4,2.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,82.45,0,0,Canceled,0,No Changes,January
69644,139.0,April,0,3,2.0,1.0,0.0,BB,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,141.0,0,2+,Check-Out,0,No Changes,November
51000,2.0,June,0,2,1.0,0.0,0.0,SC,National,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,104.0,0,1,Check-Out,0,No Changes,June
58910,16.0,October,0,2,1.0,0.0,0.0,BB,United_Kingdom,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient,138.0,0,1,Check-Out,0,No Changes,September
38523,7.0,December,0,1,1.0,0.0,0.0,BB,National,Corporate,Corporate,1,0,1-2,A,0,No Deposit,no_Agent,Company_A,Transient,65.0,0,0,Check-Out,0,No Changes,December
66576,16.0,February,2,1,1.0,0.0,0.0,BB,Other_Asia,Groups,TA/TO,0,0,0,D,0,No Deposit,other_Agent,no_Company,Transient-Party,75.0,0,1,Check-Out,0,No Changes,February
65989,10.0,February,3+,5,2.0,0.0,0.0,BB,Other_Americas,Direct,Direct,0,0,0,Other,1,No Deposit,Agent_C,no_Company,Transient,222.0,0,0,Check-Out,0,No Changes,February
47166,0.0,May,0,3,1.0,0.0,0.0,BB,Other_Europe,Aviation,Corporate,1,0,3+,A,2+,No Deposit,no_Agent,other_Company,Transient,95.0,0,0,Check-Out,0,No Changes,May
10655,119.0,May,0,2,2.0,0.0,0.0,SC,Spain,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,94.5,0,0,Canceled,0,No Changes,January
26210,43.0,April,2,0,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,120.0,0,0,Canceled,0,No Changes,March
72321,99.0,May,2,1,2.0,0.0,0.0,SC,Germany,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,117.0,0,2+,Check-Out,0,No Changes,February
72533,208.0,May,0,2,2.0,0.0,0.0,HB,Germany,Groups,TA/TO,0,0,0,A,0,No Deposit,Agent_E,no_Company,Transient-Party,114.4,0,0,Check-Out,0,No Changes,October
13562,172.0,June,2,0,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,85.5,0,0,Canceled,0,No Changes,January
31505,78.0,July,1,2,3.0,0.0,0.0,BB,Other_Europe,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,190.0,0,0,Canceled,0,No Changes,April
60076,44.0,October,0,3,2.0,0.0,0.0,SC,United_Kingdom,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,113.7,0,1,Check-Out,0,No Changes,September
68453,158.0,March,1,1,2.0,0.0,0.0,BB,Other_Asia,Groups,TA/TO,0,0,0,A,0,No Deposit,other_Agent,no_Company,Transient-Party,95.0,0,1,Check-Out,0,No Changes,October
8928,91.0,April,1,2,2.0,0.0,0.0,BB,National,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,other_Agent,no_Company,Transient,80.0,0,0,Canceled,0,No Changes,January
43666,10.0,February,1,1,2.0,0.0,0.0,BB,National,Direct,Direct,0,0,0,A,0,No Deposit,no_Agent,no_Company,Transient,2.0,0,1,Check-Out,0,No Changes,January
14818,92.0,July,0,3,2.0,0.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,121.8,0,0,Canceled,0,No Changes,April
73144,107.0,June,0,3,2.0,1.0,0.0,BB,Other_Asia,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,156.0,0,2+,Check-Out,0,No Changes,February
23289,14.0,February,1,3,2.0,0.0,0.0,SC,France,Online TA,TA/TO,0,0,0,A,0,No Deposit,Agent_A,no_Company,Transient,74.8,0,0,Canceled,0,No Changes,January
15935,105.0,August,1,2,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_A,no_Company,Transient,131.4,0,0,Canceled,0,No Changes,May
63616,64.0,December,2,2,2.0,0.0,0.0,BB,Other_Americas,Online TA,TA/TO,0,0,0,D,0,No Deposit,Agent_D,no_Company,Transient,83.61,1,2+,Check-Out,0,No Changes,October
